account_id,district_id,frequency
1559,14,MONTHLY ISSUANCE
2195,73,MONTHLY ISSUANCE
1205,73,MONTHLY ISSUANCE
2059,37,MONTHLY ISSUANCE
2333,45,MONTHLY ISSUANCE
3074,74,WEEKLY ISSUANCE
2840,15,MONTHLY ISSUANCE
2430,3,MONTHLY ISSUANCE
2463,56,MONTHLY ISSUANCE
3860,4,MONTHLY ISSUANCE
2788,54,MONTHLY ISSUANCE
8127,37,MONTHLY ISSUANCE
596,31,MONTHLY ISSUANCE
3622,53,MONTHLY ISSUANCE
1312,23,MONTHLY ISSUANCE
2742,23,MONTHLY ISSUANCE
654,63,MONTHLY ISSUANCE
4283,39,MONTHLY ISSUANCE
2924,56,MONTHLY ISSUANCE
3756,39,WEEKLY ISSUANCE
2790,1,MONTHLY ISSUANCE
67,16,MONTHLY ISSUANCE
2949,1,MONTHLY ISSUANCE
3849,75,MONTHLY ISSUANCE
5422,66,MONTHLY ISSUANCE
988,10,MONTHLY ISSUANCE
3058,44,MONTHLY ISSUANCE
1958,40,MONTHLY ISSUANCE
1441,50,MONTHLY ISSUANCE
1109,66,MONTHLY ISSUANCE
2536,41,MONTHLY ISSUANCE
1295,15,MONTHLY ISSUANCE
3419,1,MONTHLY ISSUANCE
1993,68,MONTHLY ISSUANCE
1076,1,MONTHLY ISSUANCE
960,4,ISSUANCE AFTER TRANSACTION
201,63,MONTHLY ISSUANCE
1168,29,MONTHLY ISSUANCE
2365,42,MONTHLY ISSUANCE
973,54,MONTHLY ISSUANCE
3663,67,MONTHLY ISSUANCE
3576,58,MONTHLY ISSUANCE
4082,49,MONTHLY ISSUANCE
2541,57,MONTHLY ISSUANCE
4476,24,MONTHLY ISSUANCE
2572,64,ISSUANCE AFTER TRANSACTION
2377,77,MONTHLY ISSUANCE
1554,47,MONTHLY ISSUANCE
5632,5,WEEKLY ISSUANCE
940,37,MONTHLY ISSUANCE
1583,69,ISSUANCE AFTER TRANSACTION
2218,19,MONTHLY ISSUANCE
1708,22,MONTHLY ISSUANCE
449,19,MONTHLY ISSUANCE
2044,6,MONTHLY ISSUANCE
11186,12,MONTHLY ISSUANCE
29,7,MONTHLY ISSUANCE
3752,1,MONTHLY ISSUANCE
2028,7,WEEKLY ISSUANCE
1294,71,MONTHLY ISSUANCE
106,63,MONTHLY ISSUANCE
2707,61,MONTHLY ISSUANCE
2027,19,MONTHLY ISSUANCE
3369,8,MONTHLY ISSUANCE
9731,54,ISSUANCE AFTER TRANSACTION
1578,48,MONTHLY ISSUANCE
8411,20,MONTHLY ISSUANCE
1919,18,MONTHLY ISSUANCE
1307,56,MONTHLY ISSUANCE
2121,64,MONTHLY ISSUANCE
1436,3,MONTHLY ISSUANCE
3489,9,MONTHLY ISSUANCE
3348,4,MONTHLY ISSUANCE
2809,73,MONTHLY ISSUANCE
3364,21,WEEKLY ISSUANCE
2546,1,MONTHLY ISSUANCE
2343,68,MONTHLY ISSUANCE
594,54,MONTHLY ISSUANCE
4434,41,MONTHLY ISSUANCE
359,11,MONTHLY ISSUANCE
3279,46,WEEKLY ISSUANCE
1011,45,MONTHLY ISSUANCE
8856,15,MONTHLY ISSUANCE
2808,1,MONTHLY ISSUANCE
5357,70,MONTHLY ISSUANCE
775,1,MONTHLY ISSUANCE
2524,1,MONTHLY ISSUANCE
3903,58,MONTHLY ISSUANCE
802,15,MONTHLY ISSUANCE
3567,5,MONTHLY ISSUANCE
68,37,ISSUANCE AFTER TRANSACTION
1417,75,MONTHLY ISSUANCE
3643,1,MONTHLY ISSUANCE
10728,71,MONTHLY ISSUANCE
2384,40,MONTHLY ISSUANCE
1835,74,MONTHLY ISSUANCE
3621,32,MONTHLY ISSUANCE
1394,32,MONTHLY ISSUANCE
3006,64,MONTHLY ISSUANCE
2322,33,MONTHLY ISSUANCE
1331,59,MONTHLY ISSUANCE
2355,1,MONTHLY ISSUANCE
3482,70,MONTHLY ISSUANCE
4503,50,MONTHLY ISSUANCE
2077,29,MONTHLY ISSUANCE
685,37,WEEKLY ISSUANCE
2163,17,MONTHLY ISSUANCE
2239,25,MONTHLY ISSUANCE
1706,1,MONTHLY ISSUANCE
7795,64,MONTHLY ISSUANCE
3128,1,MONTHLY ISSUANCE
2978,74,MONTHLY ISSUANCE
3141,1,WEEKLY ISSUANCE
3250,1,MONTHLY ISSUANCE
1955,49,MONTHLY ISSUANCE
5650,10,ISSUANCE AFTER TRANSACTION
3641,7,MONTHLY ISSUANCE
2923,43,MONTHLY ISSUANCE
8092,54,MONTHLY ISSUANCE
2421,18,MONTHLY ISSUANCE
1437,50,MONTHLY ISSUANCE
756,65,MONTHLY ISSUANCE
3244,56,MONTHLY ISSUANCE
10630,41,MONTHLY ISSUANCE
3981,23,MONTHLY ISSUANCE
3812,72,MONTHLY ISSUANCE
4368,1,MONTHLY ISSUANCE
2729,40,MONTHLY ISSUANCE
2446,3,MONTHLY ISSUANCE
839,16,MONTHLY ISSUANCE
1625,1,MONTHLY ISSUANCE
2563,48,MONTHLY ISSUANCE
1414,58,MONTHLY ISSUANCE
7562,72,WEEKLY ISSUANCE
2185,67,MONTHLY ISSUANCE
1446,57,MONTHLY ISSUANCE
915,72,MONTHLY ISSUANCE
3777,70,MONTHLY ISSUANCE
2414,1,MONTHLY ISSUANCE
9814,64,WEEKLY ISSUANCE
2681,28,MONTHLY ISSUANCE
484,1,MONTHLY ISSUANCE
217,77,MONTHLY ISSUANCE
9030,72,MONTHLY ISSUANCE
2352,70,MONTHLY ISSUANCE
1526,52,MONTHLY ISSUANCE
3841,8,MONTHLY ISSUANCE
270,27,MONTHLY ISSUANCE
1914,27,MONTHLY ISSUANCE
2054,1,MONTHLY ISSUANCE
2111,42,WEEKLY ISSUANCE
1769,39,MONTHLY ISSUANCE
2663,64,MONTHLY ISSUANCE
4103,38,MONTHLY ISSUANCE
5735,52,MONTHLY ISSUANCE
3362,73,MONTHLY ISSUANCE
2755,20,MONTHLY ISSUANCE
3235,8,MONTHLY ISSUANCE
795,25,MONTHLY ISSUANCE
1548,47,MONTHLY ISSUANCE
650,3,MONTHLY ISSUANCE
11042,72,MONTHLY ISSUANCE
3421,31,MONTHLY ISSUANCE
1112,48,MONTHLY ISSUANCE
3583,40,MONTHLY ISSUANCE
4001,54,MONTHLY ISSUANCE
393,46,MONTHLY ISSUANCE
2718,29,MONTHLY ISSUANCE
1496,57,MONTHLY ISSUANCE
2968,15,MONTHLY ISSUANCE
1889,59,MONTHLY ISSUANCE
789,39,MONTHLY ISSUANCE
7614,62,MONTHLY ISSUANCE
8159,26,MONTHLY ISSUANCE
2151,38,MONTHLY ISSUANCE
3865,50,MONTHLY ISSUANCE
4109,54,MONTHLY ISSUANCE
515,57,MONTHLY ISSUANCE
3817,70,MONTHLY ISSUANCE
2268,1,MONTHLY ISSUANCE
388,59,MONTHLY ISSUANCE
3623,59,MONTHLY ISSUANCE
1967,26,WEEKLY ISSUANCE
4727,2,MONTHLY ISSUANCE
3466,64,MONTHLY ISSUANCE
3297,53,MONTHLY ISSUANCE
607,16,MONTHLY ISSUANCE
1858,72,MONTHLY ISSUANCE
3978,59,MONTHLY ISSUANCE
70,8,MONTHLY ISSUANCE
781,33,MONTHLY ISSUANCE
10884,65,MONTHLY ISSUANCE
2688,72,MONTHLY ISSUANCE
1772,31,WEEKLY ISSUANCE
2490,22,MONTHLY ISSUANCE
2047,20,MONTHLY ISSUANCE
3839,1,MONTHLY ISSUANCE
1633,51,MONTHLY ISSUANCE
763,1,MONTHLY ISSUANCE
4161,1,MONTHLY ISSUANCE
2431,74,MONTHLY ISSUANCE
3753,28,MONTHLY ISSUANCE
1778,15,MONTHLY ISSUANCE
2911,33,MONTHLY ISSUANCE
3710,1,MONTHLY ISSUANCE
1702,56,MONTHLY ISSUANCE
3737,34,MONTHLY ISSUANCE
190,74,MONTHLY ISSUANCE
2865,1,MONTHLY ISSUANCE
3014,75,WEEKLY ISSUANCE
2680,46,MONTHLY ISSUANCE
1129,35,MONTHLY ISSUANCE
3233,31,MONTHLY ISSUANCE
1287,35,MONTHLY ISSUANCE
9897,1,MONTHLY ISSUANCE
30,36,MONTHLY ISSUANCE
2367,28,MONTHLY ISSUANCE
3826,34,MONTHLY ISSUANCE
376,25,MONTHLY ISSUANCE
1108,26,MONTHLY ISSUANCE
108,53,MONTHLY ISSUANCE
1802,75,MONTHLY ISSUANCE
3230,1,MONTHLY ISSUANCE
3989,19,MONTHLY ISSUANCE
2723,75,MONTHLY ISSUANCE
7859,52,MONTHLY ISSUANCE
7606,21,MONTHLY ISSUANCE
158,37,MONTHLY ISSUANCE
6397,48,MONTHLY ISSUANCE
150,73,MONTHLY ISSUANCE
3402,76,WEEKLY ISSUANCE
2810,66,MONTHLY ISSUANCE
586,54,MONTHLY ISSUANCE
1261,52,MONTHLY ISSUANCE
2856,25,MONTHLY ISSUANCE
288,25,MONTHLY ISSUANCE
3750,77,MONTHLY ISSUANCE
1174,70,MONTHLY ISSUANCE
1306,1,MONTHLY ISSUANCE
5541,43,MONTHLY ISSUANCE
1,18,MONTHLY ISSUANCE
981,66,MONTHLY ISSUANCE
767,25,MONTHLY ISSUANCE
608,32,MONTHLY ISSUANCE
1757,75,MONTHLY ISSUANCE
6609,16,MONTHLY ISSUANCE
870,70,MONTHLY ISSUANCE
227,27,MONTHLY ISSUANCE
568,18,MONTHLY ISSUANCE
1254,74,MONTHLY ISSUANCE
1540,1,MONTHLY ISSUANCE
1692,56,MONTHLY ISSUANCE
1249,67,MONTHLY ISSUANCE
95,1,MONTHLY ISSUANCE
1561,66,MONTHLY ISSUANCE
2540,54,MONTHLY ISSUANCE
248,1,MONTHLY ISSUANCE
9493,64,MONTHLY ISSUANCE
5126,58,MONTHLY ISSUANCE
231,22,MONTHLY ISSUANCE
2203,47,MONTHLY ISSUANCE
6910,76,MONTHLY ISSUANCE
1986,46,MONTHLY ISSUANCE
2839,70,MONTHLY ISSUANCE
1479,54,MONTHLY ISSUANCE
3147,54,MONTHLY ISSUANCE
6289,64,MONTHLY ISSUANCE
1590,77,MONTHLY ISSUANCE
7418,21,MONTHLY ISSUANCE
19,21,MONTHLY ISSUANCE
842,62,MONTHLY ISSUANCE
1821,70,MONTHLY ISSUANCE
206,61,MONTHLY ISSUANCE
3109,18,MONTHLY ISSUANCE
7815,19,WEEKLY ISSUANCE
7136,12,WEEKLY ISSUANCE
1228,62,MONTHLY ISSUANCE
893,53,MONTHLY ISSUANCE
3702,53,MONTHLY ISSUANCE
4852,47,MONTHLY ISSUANCE
2750,13,MONTHLY ISSUANCE
1046,1,MONTHLY ISSUANCE
3729,31,MONTHLY ISSUANCE
1862,19,WEEKLY ISSUANCE
1309,1,MONTHLY ISSUANCE
1315,13,MONTHLY ISSUANCE
3321,17,MONTHLY ISSUANCE
3231,73,MONTHLY ISSUANCE
5724,14,ISSUANCE AFTER TRANSACTION
3823,74,MONTHLY ISSUANCE
2726,18,MONTHLY ISSUANCE
1038,64,MONTHLY ISSUANCE
7861,34,MONTHLY ISSUANCE
819,20,MONTHLY ISSUANCE
455,54,MONTHLY ISSUANCE
3930,37,MONTHLY ISSUANCE
4423,39,MONTHLY ISSUANCE
267,38,MONTHLY ISSUANCE
922,61,MONTHLY ISSUANCE
3735,1,MONTHLY ISSUANCE
3449,1,MONTHLY ISSUANCE
2751,31,MONTHLY ISSUANCE
404,41,MONTHLY ISSUANCE
2547,74,MONTHLY ISSUANCE
1248,22,MONTHLY ISSUANCE
2331,8,MONTHLY ISSUANCE
1010,61,MONTHLY ISSUANCE
54,4,MONTHLY ISSUANCE
2364,33,MONTHLY ISSUANCE
1280,70,MONTHLY ISSUANCE
2931,36,MONTHLY ISSUANCE
10351,23,MONTHLY ISSUANCE
3936,39,MONTHLY ISSUANCE
5194,1,ISSUANCE AFTER TRANSACTION
3464,25,MONTHLY ISSUANCE
533,40,MONTHLY ISSUANCE
3940,35,WEEKLY ISSUANCE
4538,70,MONTHLY ISSUANCE
454,7,MONTHLY ISSUANCE
1183,12,MONTHLY ISSUANCE
2323,72,MONTHLY ISSUANCE
463,51,MONTHLY ISSUANCE
285,17,MONTHLY ISSUANCE
4105,58,MONTHLY ISSUANCE
2525,45,MONTHLY ISSUANCE
6434,1,MONTHLY ISSUANCE
2919,77,MONTHLY ISSUANCE
1741,21,MONTHLY ISSUANCE
746,75,MONTHLY ISSUANCE
256,37,MONTHLY ISSUANCE
3845,48,MONTHLY ISSUANCE
4014,56,ISSUANCE AFTER TRANSACTION
2178,64,MONTHLY ISSUANCE
2935,68,MONTHLY ISSUANCE
544,32,MONTHLY ISSUANCE
1720,35,MONTHLY ISSUANCE
875,63,MONTHLY ISSUANCE
733,49,WEEKLY ISSUANCE
3251,59,MONTHLY ISSUANCE
5358,4,MONTHLY ISSUANCE
2521,63,MONTHLY ISSUANCE
10963,16,MONTHLY ISSUANCE
57,1,MONTHLY ISSUANCE
4589,4,MONTHLY ISSUANCE
490,45,MONTHLY ISSUANCE
3386,2,MONTHLY ISSUANCE
8998,61,MONTHLY ISSUANCE
11349,1,WEEKLY ISSUANCE
2969,29,MONTHLY ISSUANCE
1530,70,MONTHLY ISSUANCE
1642,64,MONTHLY ISSUANCE
6358,3,MONTHLY ISSUANCE
10001,24,MONTHLY ISSUANCE
3186,10,MONTHLY ISSUANCE
1059,8,MONTHLY ISSUANCE
3624,32,WEEKLY ISSUANCE
1974,42,MONTHLY ISSUANCE
2559,32,MONTHLY ISSUANCE
11069,37,MONTHLY ISSUANCE
3874,51,MONTHLY ISSUANCE
3520,72,MONTHLY ISSUANCE
2018,42,MONTHLY ISSUANCE
2877,37,MONTHLY ISSUANCE
2642,68,MONTHLY ISSUANCE
553,26,MONTHLY ISSUANCE
1092,41,MONTHLY ISSUANCE
471,47,MONTHLY ISSUANCE
53,77,MONTHLY ISSUANCE
1413,65,MONTHLY ISSUANCE
5774,1,MONTHLY ISSUANCE
3392,1,MONTHLY ISSUANCE
1465,30,MONTHLY ISSUANCE
1420,68,MONTHLY ISSUANCE
1620,17,MONTHLY ISSUANCE
4121,54,MONTHLY ISSUANCE
754,1,MONTHLY ISSUANCE
3045,1,MONTHLY ISSUANCE
3453,13,MONTHLY ISSUANCE
1696,43,MONTHLY ISSUANCE
2139,8,MONTHLY ISSUANCE
1793,56,MONTHLY ISSUANCE
3725,33,MONTHLY ISSUANCE
896,3,MONTHLY ISSUANCE
3252,12,MONTHLY ISSUANCE
808,69,MONTHLY ISSUANCE
3601,54,MONTHLY ISSUANCE
131,52,MONTHLY ISSUANCE
3124,6,MONTHLY ISSUANCE
7618,72,WEEKLY ISSUANCE
807,76,WEEKLY ISSUANCE
3847,33,MONTHLY ISSUANCE
223,39,MONTHLY ISSUANCE
2328,35,MONTHLY ISSUANCE
1519,9,MONTHLY ISSUANCE
10019,8,MONTHLY ISSUANCE
458,7,MONTHLY ISSUANCE
120,65,WEEKLY ISSUANCE
1846,6,MONTHLY ISSUANCE
2096,32,MONTHLY ISSUANCE
2297,46,MONTHLY ISSUANCE
7184,5,MONTHLY ISSUANCE
2781,16,MONTHLY ISSUANCE
1031,74,MONTHLY ISSUANCE
3810,43,MONTHLY ISSUANCE
1151,40,MONTHLY ISSUANCE
1728,74,MONTHLY ISSUANCE
9235,37,MONTHLY ISSUANCE
3363,30,MONTHLY ISSUANCE
3436,5,MONTHLY ISSUANCE
2533,49,MONTHLY ISSUANCE
99,1,MONTHLY ISSUANCE
638,65,MONTHLY ISSUANCE
2292,41,MONTHLY ISSUANCE
1725,72,ISSUANCE AFTER TRANSACTION
3410,39,MONTHLY ISSUANCE
1597,68,MONTHLY ISSUANCE
2041,48,MONTHLY ISSUANCE
5742,74,ISSUANCE AFTER TRANSACTION
4415,73,MONTHLY ISSUANCE
4330,47,MONTHLY ISSUANCE
3458,63,MONTHLY ISSUANCE
3330,76,MONTHLY ISSUANCE
6649,1,MONTHLY ISSUANCE
3779,74,MONTHLY ISSUANCE
1103,66,MONTHLY ISSUANCE
731,5,MONTHLY ISSUANCE
2307,60,MONTHLY ISSUANCE
3474,23,MONTHLY ISSUANCE
625,70,MONTHLY ISSUANCE
1075,35,MONTHLY ISSUANCE
2281,1,MONTHLY ISSUANCE
3895,27,MONTHLY ISSUANCE
5263,64,MONTHLY ISSUANCE
5794,70,MONTHLY ISSUANCE
1220,1,MONTHLY ISSUANCE
1568,23,MONTHLY ISSUANCE
1344,12,ISSUANCE AFTER TRANSACTION
8547,14,WEEKLY ISSUANCE
1135,1,MONTHLY ISSUANCE
4263,5,MONTHLY ISSUANCE
3532,73,MONTHLY ISSUANCE
1251,34,WEEKLY ISSUANCE
1936,70,MONTHLY ISSUANCE
2244,46,MONTHLY ISSUANCE
2310,15,MONTHLY ISSUANCE
1994,42,MONTHLY ISSUANCE
720,54,MONTHLY ISSUANCE
1472,2,MONTHLY ISSUANCE
2144,55,ISSUANCE AFTER TRANSACTION
953,14,MONTHLY ISSUANCE
4081,11,MONTHLY ISSUANCE
10018,8,MONTHLY ISSUANCE
2553,41,MONTHLY ISSUANCE
2520,18,MONTHLY ISSUANCE
1252,13,WEEKLY ISSUANCE
3357,54,MONTHLY ISSUANCE
6985,38,MONTHLY ISSUANCE
2957,25,MONTHLY ISSUANCE
4948,43,MONTHLY ISSUANCE
1803,24,MONTHLY ISSUANCE
2577,7,MONTHLY ISSUANCE
1009,1,WEEKLY ISSUANCE
2265,65,MONTHLY ISSUANCE
675,58,MONTHLY ISSUANCE
5033,54,MONTHLY ISSUANCE
1971,41,MONTHLY ISSUANCE
2830,20,MONTHLY ISSUANCE
1927,42,MONTHLY ISSUANCE
5118,72,MONTHLY ISSUANCE
3203,23,MONTHLY ISSUANCE
3270,30,MONTHLY ISSUANCE
1520,48,MONTHLY ISSUANCE
4681,70,MONTHLY ISSUANCE
3902,1,MONTHLY ISSUANCE
8327,1,WEEKLY ISSUANCE
1203,72,MONTHLY ISSUANCE
2608,19,MONTHLY ISSUANCE
2206,45,MONTHLY ISSUANCE
3216,3,MONTHLY ISSUANCE
1122,13,MONTHLY ISSUANCE
786,53,MONTHLY ISSUANCE
3631,1,MONTHLY ISSUANCE
2514,16,MONTHLY ISSUANCE
75,1,MONTHLY ISSUANCE
3679,64,MONTHLY ISSUANCE
2562,35,MONTHLY ISSUANCE
2280,68,MONTHLY ISSUANCE
3896,45,MONTHLY ISSUANCE
11138,70,WEEKLY ISSUANCE
5213,1,MONTHLY ISSUANCE
531,31,MONTHLY ISSUANCE
6856,43,MONTHLY ISSUANCE
5024,70,MONTHLY ISSUANCE
560,36,MONTHLY ISSUANCE
11382,74,MONTHLY ISSUANCE
2855,27,MONTHLY ISSUANCE
2858,56,MONTHLY ISSUANCE
3763,55,MONTHLY ISSUANCE
995,64,MONTHLY ISSUANCE
3315,23,MONTHLY ISSUANCE
3582,19,MONTHLY ISSUANCE
420,75,MONTHLY ISSUANCE
937,43,MONTHLY ISSUANCE
4258,51,MONTHLY ISSUANCE
5066,13,WEEKLY ISSUANCE
2236,73,MONTHLY ISSUANCE
3995,12,MONTHLY ISSUANCE
894,46,MONTHLY ISSUANCE
418,36,MONTHLY ISSUANCE
3254,36,MONTHLY ISSUANCE
32,5,MONTHLY ISSUANCE
213,73,MONTHLY ISSUANCE
2833,64,MONTHLY ISSUANCE
3553,70,MONTHLY ISSUANCE
9052,43,ISSUANCE AFTER TRANSACTION
3139,12,MONTHLY ISSUANCE
1562,1,MONTHLY ISSUANCE
1961,13,MONTHLY ISSUANCE
353,24,MONTHLY ISSUANCE
1640,13,MONTHLY ISSUANCE
6872,15,MONTHLY ISSUANCE
532,26,MONTHLY ISSUANCE
674,49,MONTHLY ISSUANCE
10365,22,MONTHLY ISSUANCE
430,54,MONTHLY ISSUANCE
429,63,MONTHLY ISSUANCE
3269,37,MONTHLY ISSUANCE
1810,50,MONTHLY ISSUANCE
665,8,MONTHLY ISSUANCE
3855,33,MONTHLY ISSUANCE
3866,60,MONTHLY ISSUANCE
3914,33,MONTHLY ISSUANCE
3807,53,MONTHLY ISSUANCE
3925,1,MONTHLY ISSUANCE
219,28,MONTHLY ISSUANCE
3552,62,MONTHLY ISSUANCE
7957,51,MONTHLY ISSUANCE
1149,18,MONTHLY ISSUANCE
1423,76,MONTHLY ISSUANCE
2853,54,MONTHLY ISSUANCE
803,19,MONTHLY ISSUANCE
2456,65,MONTHLY ISSUANCE
619,1,WEEKLY ISSUANCE
301,60,MONTHLY ISSUANCE
372,55,MONTHLY ISSUANCE
3492,33,MONTHLY ISSUANCE
6463,16,MONTHLY ISSUANCE
3628,70,MONTHLY ISSUANCE
2358,7,MONTHLY ISSUANCE
1613,1,MONTHLY ISSUANCE
2866,43,MONTHLY ISSUANCE
3010,46,MONTHLY ISSUANCE
3368,24,MONTHLY ISSUANCE
5125,1,MONTHLY ISSUANCE
994,72,MONTHLY ISSUANCE
1674,1,MONTHLY ISSUANCE
3234,1,MONTHLY ISSUANCE
1452,45,MONTHLY ISSUANCE
9377,1,MONTHLY ISSUANCE
3758,38,MONTHLY ISSUANCE
138,22,MONTHLY ISSUANCE
1376,64,MONTHLY ISSUANCE
3770,23,MONTHLY ISSUANCE
11271,5,MONTHLY ISSUANCE
2353,51,MONTHLY ISSUANCE
1335,54,MONTHLY ISSUANCE
2119,74,MONTHLY ISSUANCE
8,57,MONTHLY ISSUANCE
1704,70,MONTHLY ISSUANCE
1660,1,MONTHLY ISSUANCE
5429,71,MONTHLY ISSUANCE
3440,22,MONTHLY ISSUANCE
2148,1,MONTHLY ISSUANCE
676,39,MONTHLY ISSUANCE
2731,1,MONTHLY ISSUANCE
80,43,MONTHLY ISSUANCE
3417,48,MONTHLY ISSUANCE
169,4,MONTHLY ISSUANCE
4047,45,WEEKLY ISSUANCE
7487,4,MONTHLY ISSUANCE
992,22,MONTHLY ISSUANCE
331,65,MONTHLY ISSUANCE
2835,73,MONTHLY ISSUANCE
3677,1,MONTHLY ISSUANCE
2565,74,MONTHLY ISSUANCE
4190,62,MONTHLY ISSUANCE
3317,4,MONTHLY ISSUANCE
1690,16,MONTHLY ISSUANCE
1448,1,MONTHLY ISSUANCE
521,9,MONTHLY ISSUANCE
3132,56,MONTHLY ISSUANCE
3944,22,MONTHLY ISSUANCE
1427,17,MONTHLY ISSUANCE
1742,68,MONTHLY ISSUANCE
6400,31,ISSUANCE AFTER TRANSACTION
3486,64,MONTHLY ISSUANCE
4473,45,MONTHLY ISSUANCE
2965,6,MONTHLY ISSUANCE
2301,22,MONTHLY ISSUANCE
2674,50,MONTHLY ISSUANCE
11,76,MONTHLY ISSUANCE
8533,47,MONTHLY ISSUANCE
1089,74,MONTHLY ISSUANCE
5063,43,MONTHLY ISSUANCE
1257,66,MONTHLY ISSUANCE
990,17,MONTHLY ISSUANCE
1581,39,MONTHLY ISSUANCE
2424,1,MONTHLY ISSUANCE
917,56,MONTHLY ISSUANCE
2255,52,MONTHLY ISSUANCE
11362,67,MONTHLY ISSUANCE
1796,18,MONTHLY ISSUANCE
2834,70,MONTHLY ISSUANCE
8114,59,MONTHLY ISSUANCE
260,24,MONTHLY ISSUANCE
1749,64,MONTHLY ISSUANCE
4650,4,MONTHLY ISSUANCE
336,62,MONTHLY ISSUANCE
308,61,MONTHLY ISSUANCE
319,47,WEEKLY ISSUANCE
762,76,MONTHLY ISSUANCE
1142,74,MONTHLY ISSUANCE
3200,17,ISSUANCE AFTER TRANSACTION
3646,63,WEEKLY ISSUANCE
1206,70,MONTHLY ISSUANCE
501,13,MONTHLY ISSUANCE
2235,45,MONTHLY ISSUANCE
2487,42,MONTHLY ISSUANCE
10762,1,MONTHLY ISSUANCE
3131,21,MONTHLY ISSUANCE
10520,55,ISSUANCE AFTER TRANSACTION
2515,64,MONTHLY ISSUANCE
2727,1,MONTHLY ISSUANCE
1756,38,MONTHLY ISSUANCE
2500,61,MONTHLY ISSUANCE
1426,40,MONTHLY ISSUANCE
602,43,MONTHLY ISSUANCE
3637,53,MONTHLY ISSUANCE
2481,1,MONTHLY ISSUANCE
3080,57,MONTHLY ISSUANCE
2621,55,MONTHLY ISSUANCE
1238,1,MONTHLY ISSUANCE
10710,19,MONTHLY ISSUANCE
2871,52,MONTHLY ISSUANCE
1403,17,MONTHLY ISSUANCE
1629,10,MONTHLY ISSUANCE
9353,59,MONTHLY ISSUANCE
820,74,MONTHLY ISSUANCE
3384,14,MONTHLY ISSUANCE
257,11,MONTHLY ISSUANCE
479,1,MONTHLY ISSUANCE
3764,69,MONTHLY ISSUANCE
155,58,MONTHLY ISSUANCE
3945,50,MONTHLY ISSUANCE
2157,77,MONTHLY ISSUANCE
2051,64,WEEKLY ISSUANCE
3061,76,MONTHLY ISSUANCE
3111,60,MONTHLY ISSUANCE
1691,48,MONTHLY ISSUANCE
1044,14,MONTHLY ISSUANCE
1945,56,MONTHLY ISSUANCE
9790,52,MONTHLY ISSUANCE
9928,60,MONTHLY ISSUANCE
2580,60,MONTHLY ISSUANCE
1599,57,MONTHLY ISSUANCE
11079,16,MONTHLY ISSUANCE
968,74,MONTHLY ISSUANCE
810,46,MONTHLY ISSUANCE
1760,53,MONTHLY ISSUANCE
2550,67,MONTHLY ISSUANCE
3572,65,MONTHLY ISSUANCE
1030,57,MONTHLY ISSUANCE
487,40,MONTHLY ISSUANCE
3767,1,MONTHLY ISSUANCE
348,25,MONTHLY ISSUANCE
1867,52,MONTHLY ISSUANCE
2516,6,MONTHLY ISSUANCE
3303,1,MONTHLY ISSUANCE
933,21,MONTHLY ISSUANCE
3229,64,MONTHLY ISSUANCE
1700,64,MONTHLY ISSUANCE
2836,42,MONTHLY ISSUANCE
338,49,MONTHLY ISSUANCE
3148,33,MONTHLY ISSUANCE
1357,56,MONTHLY ISSUANCE
3772,7,MONTHLY ISSUANCE
486,33,MONTHLY ISSUANCE
1395,1,MONTHLY ISSUANCE
1341,36,MONTHLY ISSUANCE
9017,70,MONTHLY ISSUANCE
10411,39,ISSUANCE AFTER TRANSACTION
2783,43,MONTHLY ISSUANCE
2015,68,MONTHLY ISSUANCE
2341,33,MONTHLY ISSUANCE
565,39,MONTHLY ISSUANCE
337,17,MONTHLY ISSUANCE
3780,44,MONTHLY ISSUANCE
557,1,MONTHLY ISSUANCE
3490,48,MONTHLY ISSUANCE
3973,20,MONTHLY ISSUANCE
2043,46,MONTHLY ISSUANCE
2003,32,MONTHLY ISSUANCE
728,60,MONTHLY ISSUANCE
3970,24,MONTHLY ISSUANCE
8169,29,MONTHLY ISSUANCE
452,63,MONTHLY ISSUANCE
3783,40,MONTHLY ISSUANCE
3189,29,MONTHLY ISSUANCE
3689,8,MONTHLY ISSUANCE
2803,58,MONTHLY ISSUANCE
1901,15,MONTHLY ISSUANCE
3525,70,MONTHLY ISSUANCE
3320,1,MONTHLY ISSUANCE
2851,17,MONTHLY ISSUANCE
2309,18,MONTHLY ISSUANCE
2437,1,MONTHLY ISSUANCE
1825,3,MONTHLY ISSUANCE
253,46,MONTHLY ISSUANCE
474,61,MONTHLY ISSUANCE
633,57,MONTHLY ISSUANCE
2374,1,MONTHLY ISSUANCE
1104,39,MONTHLY ISSUANCE
2692,28,MONTHLY ISSUANCE
6927,74,WEEKLY ISSUANCE
924,11,MONTHLY ISSUANCE
3305,13,MONTHLY ISSUANCE
2237,26,MONTHLY ISSUANCE
1917,73,MONTHLY ISSUANCE
1685,28,MONTHLY ISSUANCE
791,49,MONTHLY ISSUANCE
3858,2,MONTHLY ISSUANCE
5001,53,MONTHLY ISSUANCE
1469,67,MONTHLY ISSUANCE
3476,3,MONTHLY ISSUANCE
8039,9,MONTHLY ISSUANCE
3205,1,MONTHLY ISSUANCE
5477,57,MONTHLY ISSUANCE
1212,70,MONTHLY ISSUANCE
2095,56,MONTHLY ISSUANCE
